vicon_t u v w x y z
1329939210.726204 -0.118703 -0.445315 -0.176861 892.286743 182.833160 1279.995728
1329939210.734436 -0.130238 -0.428802 -0.179051 891.718201 182.770233 1277.113159
1329939210.742887 -0.126469 -0.418684 -0.178392 891.801331 182.919159 1273.144897
1329939210.751263 -0.123466 -0.408216 -0.178347 891.844238 183.121063 1269.393921
1329939210.759710 -0.121697 -0.397970 -0.178359 891.875732 183.268890 1265.693481
1329939210.768107 -0.121616 -0.387545 -0.178861 891.842590 183.422241 1262.178833
1329939210.776248 -0.121039 -0.377509 -0.179327 891.796631 183.540222 1258.763550
1329939210.784216 -0.120722 -0.367830 -0.179783 891.736694 183.661804 1255.477905
1329939210.792576 -0.120414 -0.358687 -0.180338 891.667053 183.786942 1252.294067
1329939210.801251 -0.120028 -0.350116 -0.180549 891.580627 183.903595 1249.195679
1329939210.809234 -0.119585 -0.342386 -0.180691 891.500732 183.992706 1246.174805
1329939210.825700 -0.119081 -0.335169 -0.180905 891.379944 184.099762 1243.227661
1329939210.828595 -0.118552 -0.328673 -0.180751 891.137268 184.195038 1240.539429
1329939210.834449 -0.117926 -0.322625 -0.180756 890.999512 184.262604 1237.720703
1329939210.842423 -0.117339 -0.316775 -0.180701 890.883972 184.285492 1235.008423
1329939210.851176 -0.116695 -0.311364 -0.180665 890.749451 184.262024 1232.355713
1329939210.865530 -0.116090 -0.305871 -0.180649 890.590881 184.205963 1229.813110
1329939210.877630 -0.115618 -0.300334 -0.180805 890.391174 184.141113 1227.364502
1329939210.884220 -0.114427 -0.289049 -0.181059 890.182007 183.986481 1222.580688
1329939210.892572 -0.114062 -0.283335 -0.181053 889.879761 183.968842 1220.554932
1329939210.900895 -0.113115 -0.277566 -0.181189 889.705750 183.958466 1218.394897
1329939210.909263 -0.112024 -0.271905 -0.181202 889.575745 183.928268 1216.388184
1329939210.917295 -0.110569 -0.266372 -0.181395 889.431091 183.900024 1214.424316
1329939210.925889 -0.109013 -0.261054 -0.181528 889.305298 183.839630 1212.572388
1329939210.946815 -0.108316 -0.255893 -0.181429 889.120850 183.634033 1210.869141
1329939210.950981 -0.103716 -0.245808 -0.182111 888.903259 183.517365 1207.493286
1329939210.959345 -0.101550 -0.240859 -0.182639 888.701904 183.446259 1205.968018
1329939210.967511 -0.099941 -0.236347 -0.182910 888.303894 183.390503 1204.382568
1329939210.975722 -0.098149 -0.231466 -0.183608 888.246338 183.250519 1203.036743
1329939210.984204 -0.097037 -0.226655 -0.184204 887.915649 183.222565 1201.713135
1329939210.999567 -0.095779 -0.222056 -0.184899 887.887817 183.095459 1200.375977
1329939211.002334 -0.095038 -0.217550 -0.185274 887.558655 183.076172 1199.179199
1329939211.008896 -0.094072 -0.213361 -0.185714 887.362610 183.066010 1197.915039
1329939211.017528 -0.093127 -0.209230 -0.185948 887.186768 183.023987 1196.729492
1329939211.025598 -0.092074 -0.205567 -0.186154 886.990356 182.971222 1195.571289
1329939211.034210 -0.090736 -0.202018 -0.186236 886.798157 182.923462 1194.431274
1329939211.042326 -0.089320 -0.198666 -0.186235 886.589478 182.839844 1193.390015
1329939211.053491 -0.087938 -0.195420 -0.186138 886.371582 182.744934 1192.390869
1329939211.066449 -0.086503 -0.192083 -0.186007 886.149963 182.609192 1191.429565
1329939211.080591 -0.085295 -0.188852 -0.185775 885.944641 182.495239 1190.565552
1329939211.104283 -0.084339 -0.185628 -0.185528 885.732117 182.389832 1189.760864
1329939211.128120 -0.082986 -0.173705 -0.184000 884.948059 182.137344 1187.179199
1329939211.151529 -0.082646 -0.167123 -0.183291 884.462463 182.132294 1185.503540
1329939211.165867 -0.082993 -0.162350 -0.182851 884.026794 182.095978 1184.337646
1329939211.168990 -0.083175 -0.160961 -0.182655 883.942749 182.105743 1183.867554
1329939211.175866 -0.083571 -0.159839 -0.182473 883.833191 182.088104 1183.624268
1329939211.183846 -0.083949 -0.158866 -0.182433 883.715820 182.083008 1183.391602
1329939211.192510 -0.084272 -0.157913 -0.182375 883.631287 182.101425 1183.188232
1329939211.200584 -0.084605 -0.157346 -0.182322 883.563904 182.113037 1183.024902
1329939211.208955 -0.084946 -0.157007 -0.182349 883.474670 182.131805 1182.888916
1329939211.217089 -0.085128 -0.156938 -0.182467 883.406860 182.150330 1182.759644
1329939211.225857 -0.085356 -0.157109 -0.182535 883.354431 182.164459 1182.666992
1329939211.233851 -0.085490 -0.157299 -0.182614 883.305908 182.164581 1182.565552
1329939211.242254 -0.085577 -0.157720 -0.182678 883.266602 182.162018 1182.479370
1329939211.250626 -0.085635 -0.158151 -0.182749 883.230408 182.144409 1182.420654
1329939211.258902 -0.085683 -0.158581 -0.182762 883.197388 182.124023 1182.349121
1329939211.267054 -0.085733 -0.158961 -0.182814 883.167969 182.093399 1182.298340
1329939211.275561 -0.085363 -0.159342 -0.182847 883.154907 182.074020 1182.184937
1329939211.283824 -0.085126 -0.159426 -0.182966 883.125488 182.056335 1182.180054
1329939211.292251 -0.084628 -0.159410 -0.182949 883.150330 182.033020 1182.107666
1329939211.300552 -0.084087 -0.159191 -0.183075 883.160889 182.024170 1182.069580
1329939211.316530 -0.083492 -0.158918 -0.183149 883.195923 182.001099 1182.032837
1329939211.330821 -0.082879 -0.158642 -0.183279 883.242249 181.980927 1181.994507
1329939211.354144 -0.082268 -0.158277 -0.183379 883.302063 181.966629 1181.955811
1329939211.377385 -0.081166 -0.156515 -0.183774 883.474854 182.063049 1181.795654
1329939211.401224 -0.081131 -0.155964 -0.183919 883.577698 182.072266 1181.857178
1329939211.415576 -0.079157 -0.151365 -0.184456 883.872375 182.336273 1181.699341
1329939211.418557 -0.078589 -0.150335 -0.184474 883.896423 182.441010 1181.652344
1329939211.425184 -0.078034 -0.149255 -0.184527 883.939453 182.529633 1181.642090
1329939211.433784 -0.077492 -0.148367 -0.184480 883.985291 182.615021 1181.624023
1329939211.441917 -0.077104 -0.147569 -0.184399 884.027100 182.704773 1181.632324
1329939211.450127 -0.076814 -0.146824 -0.184264 884.057007 182.807770 1181.628906
