vicon_t u v w x y z
1329940017.962158 3.151629 0.099934 -0.034404 892.426880 170.047333 1150.079834
1329940017.970047 3.151686 0.100007 -0.034162 892.484985 170.005798 1150.175537
1329940017.978840 3.151873 0.100028 -0.033979 892.518738 169.971954 1150.256104
1329940017.986883 3.152052 0.100056 -0.033989 892.565674 169.934937 1150.360352
1329940017.995355 3.152081 0.099988 -0.033915 892.594910 169.910736 1150.463867
1329940018.003653 3.152236 0.099907 -0.033746 892.633911 169.899902 1150.530396
1329940018.011860 3.152076 0.099748 -0.033638 892.669800 169.886017 1150.648926
1329940018.019960 3.152050 0.099675 -0.033525 892.717590 169.886490 1150.704468
1329940018.028623 3.152068 0.099631 -0.033399 892.760681 169.889038 1150.753784
1329940018.037030 3.152148 0.099679 -0.033474 892.797668 169.881973 1150.805420
1329940018.046486 3.152286 0.099564 -0.033577 892.834534 169.889038 1150.842163
1329940018.053394 3.152570 0.099521 -0.033817 892.887573 169.865265 1150.857666
1329940018.061937 3.152847 0.099482 -0.034192 892.943420 169.840851 1150.877930
1329940018.070614 3.153127 0.099405 -0.034649 892.997314 169.803467 1150.896851
1329940018.078434 3.153336 0.099375 -0.034983 893.052063 169.777603 1150.903198
1329940018.086788 3.153376 0.099321 -0.035164 893.110535 169.767151 1150.911865
1329940018.097842 3.153256 0.099392 -0.035301 893.175720 169.765625 1150.905640
1329940018.103303 3.153016 0.099469 -0.035379 893.222717 169.796936 1150.868896
1329940018.111780 3.152821 0.099569 -0.035486 893.271057 169.841522 1150.826416
1329940018.120396 3.152624 0.099652 -0.035782 893.315613 169.890472 1150.778198
1329940018.128498 3.152504 0.099713 -0.035959 893.357727 169.948425 1150.728638
1329940018.136879 3.152542 0.099774 -0.036161 893.392700 170.002899 1150.659790
1329940018.144823 3.152644 0.099821 -0.036529 893.415161 170.047958 1150.617798
1329940018.153565 3.152834 0.099901 -0.036824 893.437500 170.094391 1150.576294
1329940018.161482 3.152989 0.099869 -0.037151 893.443054 170.139099 1150.550537
1329940018.170192 3.153140 0.099888 -0.037586 893.445801 170.178894 1150.521729
1329940018.178396 3.153252 0.099849 -0.038080 893.436218 170.232605 1150.499756
1329940018.186593 3.153397 0.099819 -0.038710 893.415649 170.287872 1150.462524
1329940018.201423 3.153407 0.099746 -0.039227 893.396851 170.368103 1150.442871
1329940018.215844 3.153423 0.099753 -0.039847 893.365295 170.464111 1150.411377
1329940018.228983 3.153472 0.099904 -0.040697 893.266479 170.650040 1150.374023
1329940018.236844 3.153706 0.100000 -0.040532 893.162720 170.838531 1150.313232
1329940018.245138 3.153911 0.100212 -0.040306 893.119141 170.925598 1150.312012
1329940018.259884 3.154159 0.100424 -0.039694 893.095764 171.011841 1150.290039
1329940018.264903 3.154428 0.100452 -0.039164 893.028320 171.091888 1150.305542
1329940018.270079 3.154654 0.100667 -0.038488 893.006592 171.176697 1150.306152
1329940018.278116 3.154788 0.101008 -0.037882 892.969177 171.247879 1150.337646
1329940018.286676 3.154905 0.101214 -0.037274 892.905151 171.336365 1150.335938
1329940018.295145 3.154979 0.101496 -0.037003 892.864502 171.420517 1150.356689
1329940018.303291 3.155069 0.101823 -0.036925 892.799927 171.525726 1150.367798
1329940018.311636 3.155051 0.101995 -0.037175 892.728027 171.633270 1150.399048
1329940018.319700 3.154998 0.102218 -0.037616 892.672546 171.750031 1150.420410
1329940018.328371 3.155066 0.102326 -0.038474 892.617249 171.871490 1150.410278
1329940018.336633 3.155033 0.102326 -0.039388 892.570007 171.994263 1150.428345
1329940018.344821 3.155014 0.102354 -0.040385 892.541748 172.121170 1150.437378
1329940018.353071 3.154985 0.102323 -0.041473 892.515259 172.230591 1150.453491
1329940018.361427 3.154992 0.102310 -0.042632 892.488708 172.347229 1150.465210
1329940018.369674 3.155104 0.102239 -0.043703 892.471436 172.453400 1150.489868
1329940018.378113 3.155177 0.102274 -0.044596 892.471680 172.569336 1150.538574
1329940018.386335 3.155160 0.102343 -0.045421 892.485535 172.697449 1150.599365
1329940018.395062 3.155035 0.102343 -0.045990 892.494446 172.835876 1150.681274
1329940018.403289 3.154853 0.102518 -0.046281 892.521667 172.977417 1150.766479
1329940018.411487 3.154649 0.102645 -0.046359 892.547119 173.139374 1150.866821
