imu_t vicon_t accel_x accel_y accel_z gyro_x gyro_y gyro_z
8.612599 1329940006.556023 565 514 595 391 357 367
8.654552 1329940006.568883 557 506 595 394 363 369
8.654552 1329940006.572078 548 506 597 389 371 372
8.687869 1329940006.580498 544 509 597 380 378 370
8.687869 1329940006.588680 534 510 594 378 383 366
8.729826 1329940006.596640 525 505 591 389 383 362
8.729826 1329940006.605380 515 489 596 393 387 355
8.770934 1329940006.614204 506 490 593 383 391 352
8.770934 1329940006.621922 506 501 593 379 393 353
8.812965 1329940006.630544 490 504 593 393 394 357
8.812965 1329940006.638481 490 501 594 392 395 360
8.851999 1329940006.646606 486 492 595 378 396 355
8.851999 1329940006.655302 479 487 598 367 400 351
8.899476 1329940006.670408 473 485 601 374 405 352
8.899476 1329940006.690276 469 491 605 391 406 361
8.929508 1329940006.697131 469 498 612 395 408 361
8.929508 1329940006.704983 468 494 615 381 406 355
8.971222 1329940006.713048 479 496 614 364 393 350
8.971222 1329940006.721883 484 498 616 363 383 348
9.012822 1329940006.730162 488 494 618 371 376 352
9.012822 1329940006.738734 493 493 617 379 374 360
9.054162 1329940006.746890 496 494 616 380 375 364
9.054162 1329940006.754677 502 493 616 379 375 367
9.087737 1329940006.763269 506 492 615 376 370 368
9.087737 1329940006.772005 507 493 612 378 363 369
9.128653 1329940006.780080 504 497 609 383 365 371
9.128653 1329940006.788418 503 497 608 383 372 371
9.170907 1329940006.797117 504 493 608 380 378 372
9.170907 1329940006.804825 505 491 609 376 379 372
9.218528 1329940006.813252 507 494 608 374 375 369
9.218528 1329940006.821806 509 495 606 374 370 368
9.254082 1329940006.829864 509 496 605 374 368 371
9.254082 1329940006.838374 509 497 606 375 372 371
9.295296 1329940006.847042 511 497 606 375 375 372
9.295296 1329940006.854709 511 497 605 372 375 375
9.328799 1329940006.863051 509 497 604 371 371 378
9.328799 1329940006.872005 509 498 604 373 369 378
9.370716 1329940006.879895 507 496 605 374 372 379
9.370716 1329940006.888671 509 495 604 373 375 378
9.412087 1329940006.896810 509 497 606 374 377 378
9.412087 1329940006.904760 508 497 606 377 379 374
9.453959 1329940006.913346 508 496 605 378 380 371
9.453959 1329940006.921769 509 496 605 375 379 373
9.495044 1329940006.929797 511 499 605 375 376 375
9.495044 1329940006.938481 510 498 606 374 375 375
9.528614 1329940006.946879 510 497 606 373 377 375
9.528614 1329940006.954765 511 497 606 371 377 375
9.570532 1329940006.963155 511 499 606 370 376 376
9.570532 1329940006.971992 512 500 606 370 376 374
9.611650 1329940006.980434 511 499 606 373 376 373
9.611650 1329940006.988387 511 501 606 377 377 373
9.653463 1329940006.996889 511 500 605 378 376 372
9.653463 1329940007.004605 510 499 605 377 377 371
9.694798 1329940007.013112 510 498 604 376 378 370
9.694798 1329940007.021959 510 499 605 376 378 370
9.728300 1329940007.037958 510 499 606 379 380 370
9.728300 1329940007.040047 510 499 607 378 380 370
9.769881 1329940007.046956 510 497 606 376 376 371
9.769881 1329940007.054722 511 497 606 372 373 371
9.811716 1329940007.063265 510 498 606 370 373 370
9.811716 1329940007.071760 511 498 606 372 373 371
9.849557 1329940007.086428 511 498 606 373 373 373
9.849557 1329940007.117330 511 497 605 373 374 372
9.891888 1329940007.140169 511 496 605 372 377 370
9.891888 1329940007.150645 510 497 605 372 378 371
9.928322 1329940007.155809 510 498 605 372 375 370
9.928322 1329940007.163385 510 498 605 374 372 372
9.969637 1329940007.171303 510 497 604 375 371 371
9.969637 1329940007.179645 508 498 605 376 376 371
10.011160 1329940007.197494 510 497 604 375 379 371
10.011160 1329940007.210276 510 497 605 374 379 370
10.057520 1329940007.213097 509 497 605 372 379 371
10.057520 1329940007.221497 510 497 605 373 377 372
10.094297 1329940007.232367 510 497 606 373 378 372
10.094297 1329940007.237836 511 497 607 374 379 373
10.127848 1329940007.248739 511 497 607 374 376 373
10.127848 1329940007.254818 510 497 607 374 374 372
10.173915 1329940007.263273 510 498 606 375 374 373
10.173915 1329940007.271679 510 498 607 377 376 373
10.210004 1329940007.279536 511 496 607 378 377 373
10.210004 1329940007.287836 512 496 607 375 375 372
10.252635 1329940007.296566 511 497 606 372 374 373
10.252635 1329940007.304789 510 498 606 371 373 373
10.288088 1329940007.313254 510 497 605 372 374 374
10.288088 1329940007.321549 509 497 604 371 375 374
10.327569 1329940007.329600 509 498 604 371 375 375
10.327569 1329940007.337840 507 499 604 371 375 375
10.368789 1329940007.346613 507 498 604 371 376 374
10.368789 1329940007.356082 506 497 605 372 375 374
10.411165 1329940007.363418 504 498 604 373 374 372
10.411165 1329940007.371398 503 496 605 373 376 372
10.452500 1329940007.379412 503 496 605 374 375 372
10.452500 1329940007.389446 502 496 607 375 378 371
10.494253 1329940007.396415 502 495 608 374 379 369
10.494253 1329940007.415206 499 496 609 373 378 370
10.527817 1329940007.428846 499 496 609 371 377 369
10.527817 1329940007.431078 496 497 609 372 373 370
10.569252 1329940007.437968 495 497 609 374 372 370
10.569252 1329940007.446368 495 498 608 375 373 369
10.610971 1329940007.455071 495 496 608 375 375 367
10.610971 1329940007.463110 493 496 608 372 377 366
10.653256 1329940007.477181 492 497 606 371 376 366
10.653256 1329940007.499772 490 498 606 369 375 366
10.698984 1329940007.511163 489 497 605 367 373 367
10.698984 1329940007.515547 490 497 607 364 371 367
10.727823 1329940007.521721 494 500 608 366 366 369
10.727823 1329940007.529828 494 500 607 369 363 371
10.768721 1329940007.538545 495 499 604 375 362 373
10.768721 1329940007.546809 496 498 605 376 367 372
10.810904 1329940007.554595 498 495 607 375 375 370
10.810904 1329940007.563058 503 499 606 376 373 367
10.852217 1329940007.571772 504 503 604 381 368 369
10.852217 1329940007.579812 507 500 600 384 364 369
10.894119 1329940007.588486 506 499 603 383 367 369
10.894119 1329940007.596574 508 500 606 377 370 367
10.938656 1329940007.604694 513 497 607 373 366 363
10.938656 1329940007.613038 509 496 602 370 358 360
10.968951 1329940007.621652 506 503 600 366 361 359
10.968951 1329940007.629768 506 500 601 363 371 358
11.010366 1329940007.638193 512 495 601 363 372 359
11.010366 1329940007.647162 516 499 598 367 366 365
11.063998 1329940007.654722 518 508 598 371 365 367
11.063998 1329940007.663050 515 503 605 374 383 365
11.093607 1329940007.671556 520 491 607 373 394 365
11.093607 1329940007.679605 527 498 607 376 389 368
11.126635 1329940007.688208 527 506 607 380 378 370
11.126635 1329940007.707503 524 502 606 379 374 372
11.168357 1329940007.712950 524 499 607 375 374 374
11.168357 1329940007.721147 523 503 608 369 373 376
11.211890 1329940007.729953 522 499 607 370 368 377
11.211890 1329940007.738225 522 502 606 375 363 378
11.251426 1329940007.746240 522 504 605 377 363 379
11.251426 1329940007.754812 524 504 603 378 366 379
11.293025 1329940007.763225 523 503 604 376 370 379
11.293025 1329940007.771250 526 505 605 374 375 376
11.326512 1329940007.779670 525 507 605 372 383 374
11.326512 1329940007.788207 523 505 607 376 391 372
11.369198 1329940007.796494 525 505 610 380 394 368
11.369198 1329940007.804788 529 505 612 381 388 368
11.409363 1329940007.813224 528 505 609 379 378 368
11.409363 1329940007.821395 525 502 606 374 366 369
11.451271 1329940007.829744 522 498 604 369 360 372
11.451271 1329940007.838293 522 501 604 368 362 373
11.492914 1329940007.846509 520 511 602 366 366 370
11.492914 1329940007.854814 519 508 601 372 370 367
11.528138 1329940007.879278 517 496 602 383 375 367
11.528138 1329940007.881964 517 495 605 382 384 369
11.569970 1329940007.888051 521 502 608 375 392 370
11.569970 1329940007.896295 523 503 609 377 394 367
11.608975 1329940007.904864 518 493 611 387 392 366
11.608975 1329940007.913112 520 488 608 390 387 366
11.651178 1329940007.921129 521 496 608 378 385 369
11.651178 1329940007.929584 520 503 608 369 385 371
11.690378 1329940007.938149 517 500 608 369 384 374
11.690378 1329940007.946222 515 497 606 373 380 374
11.726573 1329940007.954623 516 495 605 371 375 372
11.726573 1329940007.962998 513 497 604 367 372 370
11.768148 1329940007.971203 514 498 601 363 370 374
11.768148 1329940007.979606 512 500 599 365 370 379
11.824142 1329940007.988033 510 507 596 369 379 378
11.824142 1329940007.996503 507 502 597 373 389 376
11.851573 1329940008.004789 504 495 597 375 392 374
11.851573 1329940008.012979 503 498 596 372 392 376
11.893392 1329940008.021170 500 508 596 372 391 376
11.893392 1329940008.030868 496 506 600 379 394 372
11.934478 1329940008.037932 497 498 602 388 401 370
11.934478 1329940008.046247 499 495 604 390 406 374
11.967939 1329940008.054605 499 496 608 384 410 377
11.967939 1329940008.062751 498 498 609 379 404 380
12.009678 1329940008.071139 498 499 610 376 391 377
12.009678 1329940008.079226 500 497 612 374 384 375
12.050897 1329940008.087931 500 494 613 376 384 375
12.050897 1329940008.096234 502 493 612 374 381 375
12.092767 1329940008.104539 500 496 610 370 372 378
12.092767 1329940008.113061 498 498 609 371 365 377
12.128555 1329940008.121047 499 499 608 375 364 375
12.128555 1329940008.129297 498 496 608 377 368 373
12.167379 1329940008.138010 503 492 607 375 369 372
12.167379 1329940008.146098 502 495 605 371 369 373
12.208922 1329940008.154454 501 498 606 367 373 373
12.208922 1329940008.162747 501 496 607 369 375 372
12.250734 1329940008.171077 504 495 607 373 377 371
12.250734 1329940008.179386 508 494 607 373 376 373
12.286681 1329940008.187905 509 498 609 374 376 372
12.286681 1329940008.196146 506 499 610 373 377 372
12.333987 1329940008.204409 507 496 608 373 374 370
12.333987 1329940008.212832 509 495 607 372 370 368
12.367456 1329940008.220973 508 496 606 369 368 368
12.367456 1329940008.229369 508 497 606 368 369 367
12.408623 1329940008.237738 508 499 605 370 370 368
12.408623 1329940008.246113 507 500 605 372 374 368
12.450572 1329940008.254445 507 500 605 374 378 368
12.450572 1329940008.262679 509 500 605 372 381 368
12.487294 1329940008.270912 511 498 606 369 380 367
12.487294 1329940008.279184 509 501 607 374 375 366
12.541538 1329940008.287827 509 502 605 380 373 366
12.541538 1329940008.296110 508 501 604 379 374 367
12.567089 1329940008.304338 509 499 605 374 375 368
12.567089 1329940008.312690 509 499 606 372 375 368
12.608558 1329940008.321016 509 500 604 374 373 368
12.608558 1329940008.329261 508 500 604 375 372 370
12.653824 1329940008.337656 509 500 603 374 375 372
12.653824 1329940008.345922 510 501 605 373 376 372
12.691746 1329940008.354305 511 500 606 373 377 370
12.691746 1329940008.362576 511 499 606 373 377 370
12.733019 1329940008.370907 510 498 606 374 377 370
12.733019 1329940008.380696 510 499 606 378 375 371
12.766699 1329940008.387412 510 500 606 380 374 371
12.766699 1329940008.396054 510 499 606 380 375 370
12.808632 1329940008.404150 511 497 605 377 375 369
12.808632 1329940008.412575 511 498 606 374 377 370
12.857327 1329940008.427297 510 498 607 372 376 370
12.857327 1329940008.450066 510 499 606 373 374 369
12.891926 1329940008.462113 510 499 605 375 372 371
12.891926 1329940008.464899 511 499 605 374 372 370
12.933005 1329940008.496463 510 498 606 374 375 369
12.933005 1329940008.508088 509 498 605 373 377 370
12.967574 1329940008.513048 510 499 605 373 376 371
12.967574 1329940008.537195 511 498 605 375 377 372
13.008260 1329940008.560975 510 499 605 375 377 371
13.008260 1329940008.573197 511 498 605 374 378 371
13.049924 1329940008.579482 511 499 605 372 377 370
13.049924 1329940008.587651 510 500 606 374 375 371
13.091710 1329940008.596433 510 499 605 374 376 372
13.091710 1329940008.611148 510 499 606 374 377 373
13.132757 1329940008.614642 510 498 607 373 379 372
13.132757 1329940008.621243 510 499 606 373 378 373
13.174738 1329940008.629117 510 499 606 372 374 372
13.174738 1329940008.638060 510 498 606 374 372 372
13.207838 1329940008.646447 510 497 606 375 374 373
13.207838 1329940008.663780 510 499 606 375 378 373
13.249834 1329940008.671719 509 499 605 375 379 374
13.249834 1329940008.679889 510 498 605 372 378 374
13.291424 1329940008.688361 509 497 606 370 379 374
13.291424 1329940008.696402 508 497 608 369 382 375
13.332740 1329940008.704862 506 497 610 370 384 376
13.332740 1329940008.727785 501 495 610 370 380 378
13.374615 1329940008.741992 493 493 612 368 378 379
13.374615 1329940008.746470 481 494 614 366 381 382
13.407771 1329940008.754782 467 492 615 364 386 385
13.407771 1329940008.763045 456 492 616 362 383 387
13.458745 1329940008.771494 448 494 617 360 379 384
13.458745 1329940008.779567 440 494 622 360 383 381
13.486705 1329940008.787864 435 496 623 369 385 377
13.486705 1329940008.796227 431 502 622 380 382 375
13.533800 1329940008.804503 434 503 617 387 365 373
13.533800 1329940008.812735 442 509 614 385 347 378
13.575255 1329940008.821292 449 509 606 376 332 374
13.575255 1329940008.829336 452 500 593 369 320 368
13.610992 1329940008.837515 460 482 584 360 311 371
13.610992 1329940008.845812 504 480 586 352 312 384
13.648621 1329940008.854027 552 491 584 350 324 395
13.648621 1329940008.862218 580 496 583 371 341 386
13.690399 1329940008.871023 608 489 595 376 370 384
13.690399 1329940008.878756 640 488 603 365 392 390
13.732416 1329940008.887191 665 522 614 372 408 389
13.732416 1329940008.895681 639 539 629 410 436 379
13.776422 1329940008.903801 606 525 632 427 459 369
13.776422 1329940008.912113 593 520 628 406 455 372
13.807019 1329940008.923340 594 505 621 384 415 368
13.807019 1329940008.928438 594 503 615 381 359 368
13.848679 1329940008.937078 590 512 608 387 320 368
13.848679 1329940008.945593 580 514 599 390 303 368
13.886977 1329940008.953795 561 510 595 383 306 364
13.886977 1329940008.962022 543 512 592 374 321 359
13.939214 1329940008.973219 528 502 590 375 338 361
13.939214 1329940008.978458 520 491 587 378 355 366
13.974076 1329940008.986941 509 490 585 374 368 369
13.974076 1329940008.995764 495 496 581 367 376 374
14.008238 1329940009.003511 482 498 584 365 388 376
14.008238 1329940009.012143 472 498 587 372 404 374
14.059913 1329940009.020375 471 496 587 374 413 375
14.059913 1329940009.028910 462 492 592 370 414 380
14.099701 1329940009.037174 459 494 597 360 413 379
14.099701 1329940009.045490 465 494 602 350 414 374
14.128166 1329940009.053605 473 499 607 351 415 369
14.128166 1329940009.062227 474 504 611 368 416 366
14.189260 1329940009.070338 473 498 614 379 412 366
14.189260 1329940009.084547 477 494 618 377 403 371
14.207966 1329940009.087510 482 499 618 368 389 374
14.207966 1329940009.095704 487 502 619 367 377 375
14.248906 1329940009.103866 490 505 618 374 373 369
14.248906 1329940009.112815 494 507 616 381 376 365
14.290606 1329940009.120641 497 500 614 383 380 361
14.290606 1329940009.129056 500 494 611 382 378 358
14.331735 1329940009.137333 501 495 609 381 376 360
14.331735 1329940009.145632 504 501 608 385 376 365
14.373339 1329940009.153771 505 502 610 387 381 367
14.373339 1329940009.162195 507 497 611 384 382 368
14.415273 1329940009.170546 508 496 611 377 377 368
14.415273 1329940009.178729 508 498 610 372 373 369
14.448594 1329940009.187257 509 501 610 372 370 369
14.448594 1329940009.195498 509 499 608 377 370 368
14.490234 1329940009.203574 509 496 607 377 371 368
14.490234 1329940009.212192 508 496 606 377 372 368
14.530222 1329940009.220650 509 499 605 374 373 368
14.530222 1329940009.228710 510 498 604 372 373 368
14.572800 1329940009.244459 510 497 605 372 374 367
14.572800 1329940009.249755 510 499 603 373 375 368
14.615397 1329940009.253656 510 501 605 375 376 369
14.615397 1329940009.262147 510 500 605 371 376 370
14.648529 1329940009.270810 512 497 605 370 374 369
14.648529 1329940009.279032 511 498 605 371 373 371
14.689748 1329940009.287588 510 501 605 374 375 370
14.689748 1329940009.295919 510 500 605 373 375 370
14.731522 1329940009.303891 510 499 604 374 374 370
14.731522 1329940009.312618 509 499 603 374 374 370
14.773431 1329940009.320591 509 501 604 377 376 371
14.773431 1329940009.329274 510 501 605 378 378 369
14.814742 1329940009.337474 510 498 605 376 376 370
14.814742 1329940009.346389 510 498 605 373 376 368
14.848139 1329940009.353923 510 499 605 372 378 368
14.848139 1329940009.362379 511 499 605 373 380 369
14.890015 1329940009.370849 511 499 606 375 380 369
14.890015 1329940009.379036 511 499 606 375 380 369
14.931610 1329940009.387507 512 498 605 371 379 371
14.931610 1329940009.402093 511 498 606 369 378 370
14.980706 1329940009.404910 512 499 606 369 378 372
14.980706 1329940009.412301 512 501 606 372 375 372
15.014181 1329940009.420613 510 500 606 372 373 373
15.014181 1329940009.428778 510 499 605 371 373 373
15.047957 1329940009.436897 510 499 605 370 374 373
15.047957 1329940009.445217 510 500 605 370 379 373
15.089955 1329940009.454818 511 500 607 373 380 373
15.089955 1329940009.461992 511 501 607 374 379 371
15.138053 1329940009.470201 512 499 606 374 379 371
15.138053 1329940009.478483 512 500 607 373 380 370
15.172879 1329940009.487074 512 501 607 372 379 370
15.172879 1329940009.497304 512 500 607 373 377 369
15.210240 1329940009.522576 513 500 606 373 372 369
15.210240 1329940009.528364 511 500 606 374 371 369
15.247647 1329940009.536426 511 500 606 376 375 369
15.247647 1329940009.545187 511 500 606 377 375 368
15.289336 1329940009.553419 510 499 606 375 375 368
15.289336 1329940009.561820 510 498 605 374 376 368
15.331157 1329940009.569881 510 498 606 374 376 368
15.331157 1329940009.578564 511 499 606 374 376 368
15.374495 1329940009.586645 511 500 607 375 374 370
15.374495 1329940009.595149 511 500 605 374 373 371
15.414193 1329940009.603420 511 499 605 372 372 371
